"","Product.Type","Price","PriceIndexPercentageChange","ProductSold","Date","ParticipatingBidders","ProductGroup12MSalesSplit","SupplyOffered","TwelveMonthQtySold","AveragePublishedPrice.1","ChangeInPriceIndex","EventDuration","MinSupply","QualifiedBidders","QuantitySold","TotalRounds","TwelveMonthQtySold.1","WinningBidders","Duration"
"857","SMP","2570","1.4","TRUE",2016-12-06,"159","24.2","TRUE","160020","3622","3.5","1:57","20520","516","22472","13","662322","109","117"
"858","SWP",NA,NA,"FALSE",2016-12-06,"159",NA,"FALSE",NA,"3622","3.5","1:57","20520","516","22472","13","662322","109","117"
"859","WMP","3593","4.9","TRUE",2016-12-06,"159","48.2","TRUE","319077","3622","3.5","1:57","20520","516","22472","13","662322","109","117"
"860","AMF","3360","-5.8",NA,2014-09-02,"184","8.5","TRUE","89484","2787","-6","1:46","56598","660","57010","10","1054146","158","106"
"861","Butter","2753","-5.6",NA,2014-09-02,"184","6.5","TRUE","68170","2787","-6","1:46","56598","660","57010","10","1054146","158","106"
"862","BMP","3174","-12.9",NA,2014-09-02,"184","0.8","TRUE","8144","2787","-6","1:46","56598","660","57010","10","1054146","158","106"
"863","Ched","3275","-4.9",NA,2014-09-02,"184","2.8","TRUE","29331","2787","-6","1:46","56598","660","57010","10","1054146","158","106"
"864","LAC",NA,NA,NA,2014-09-02,"184",NA,"FALSE",NA,"2787","-6","1:46","56598","660","57010","10","1054146","158","106"
"865","MPC70",NA,NA,NA,2014-09-02,"184",NA,"FALSE",NA,"2787","-6","1:46","56598","660","57010","10","1054146","158","106"
"866","RenCas","8232","-14.3",NA,2014-09-02,"184","0.8","TRUE","8443","2787","-6","1:46","56598","660","57010","10","1054146","158","106"
"867","SMP","2600","-9.5",NA,2014-09-02,"184","22.9","TRUE","241061","2787","-6","1:46","56598","660","57010","10","1054146","158","106"
"868","SWP",NA,NA,NA,2014-09-02,"184",NA,"FALSE",NA,"2787","-6","1:46","56598","660","57010","10","1054146","158","106"
"869","WMP","2673","-4.3",NA,2014-09-02,"184","57.3","TRUE","604163","2787","-6","1:46","56598","660","57010","10","1054146","158","106"
"870","AMF","3721","6.1","TRUE",2015-12-15,"161","9.5","TRUE","80834","2458","1.9","1:39","23965","613","24888","10","849410","112","99"
"871","Butter","3136","9","TRUE",2015-12-15,"161","6.6","TRUE","55652","2458","1.9","1:39","23965","613","24888","10","849410","112","99"
"872","BMP","1564","-6.1","TRUE",2015-12-15,"161","1.1","TRUE","9044","2458","1.9","1:39","23965","613","24888","10","849410","112","99"
"873","Ched","2856","1.1","TRUE",2015-12-15,"161","4.5","TRUE","38513","2458","1.9","1:39","23965","613","24888","10","849410","112","99"
"874","LAC","542","6.8","TRUE",2015-12-15,"161","0.4","TRUE","3140","2458","1.9","1:39","23965","613","24888","10","849410","112","99"
"875","MPC70",NA,NA,"FALSE",2015-12-15,"161",NA,"FALSE",NA,"2458","1.9","1:39","23965","613","24888","10","849410","112","99"
"876","RenCas","4541","-9.5","TRUE",2015-12-15,"161","1.3","TRUE","11074","2458","1.9","1:39","23965","613","24888","10","849410","112","99"
"877","SMP","1891","0.2","TRUE",2015-12-15,"161","21.3","TRUE","181251","2458","1.9","1:39","23965","613","24888","10","849410","112","99"
"878","SWP",NA,NA,"FALSE",2015-12-15,"161",NA,"FALSE",NA,"2458","1.9","1:39","23965","613","24888","10","849410","112","99"
"879","WMP","2304","1.8","TRUE",2015-12-15,"161","55.1","TRUE","467641","2458","1.9","1:39","23965","613","24888","10","849410","112","99"
"880","AMF","3647","-5.7","TRUE",2015-11-03,"151","8.9","TRUE","79802","2569","-7.4","1:32","33525","643","33997","10","892368","132","92"
"881","Butter","2574","-5.6","TRUE",2015-11-03,"151","6.1","TRUE","54645","2569","-7.4","1:32","33525","643","33997","10","892368","132","92"
"882","BMP","1844","-9.4","TRUE",2015-11-03,"151","1","TRUE","9105","2569","-7.4","1:32","33525","643","33997","10","892368","132","92"
"883","Ched","2987","-4.6","TRUE",2015-11-03,"151","4.4","TRUE","39315","2569","-7.4","1:32","33525","643","33997","10","892368","132","92"
"884","LAC",NA,NA,"TRUE",2015-11-03,"151","0.3","TRUE","2318","2569","-7.4","1:32","33525","643","33997","10","892368","132","92"
"885","MPC70",NA,NA,"FALSE",2015-11-03,"151",NA,"FALSE",NA,"2569","-7.4","1:32","33525","643","33997","10","892368","132","92"
"886","RenCas","5469","-11.2","TRUE",2015-11-03,"151","1.3","TRUE","11353","2569","-7.4","1:32","33525","643","33997","10","892368","132","92"
"887","SMP","2018","-8","TRUE",2015-11-03,"151","20.8","TRUE","185956","2569","-7.4","1:32","33525","643","33997","10","892368","132","92"
"888","SWP",NA,NA,"FALSE",2015-11-03,"151",NA,"FALSE",NA,"2569","-7.4","1:32","33525","643","33997","10","892368","132","92"
"889","WMP","2453","-8","TRUE",2015-11-03,"151","56.9","TRUE","507613","2569","-7.4","1:32","33525","643","33997","10","892368","132","92"
"890","AMF","6596","-3.5","TRUE",2017-07-04,"165","10.7","TRUE","69792","3303","-0.4","2:37","25640","523","28574","19","653665","127","157"
"891","Butter","5775","-0.1","TRUE",2017-07-04,"165","6.9","TRUE","45263","3303","-0.4","2:37","25640","523","28574","19","653665","127","157"
"892","BMP","2264","10.8","TRUE",2017-07-04,"165","1.4","TRUE","9314","3303","-0.4","2:37","25640","523","28574","19","653665","127","157"
"893","Ched","4051","-3.2","TRUE",2017-07-04,"165","3.7","TRUE","24100","3303","-0.4","2:37","25640","523","28574","19","653665","127","157"
"894","LAC","839","-3.3","TRUE",2017-07-04,"165","1.8","TRUE","11709","3303","-0.4","2:37","25640","523","28574","19","653665","127","157"
"895","MPC70",NA,NA,"FALSE",2017-07-04,"165",NA,"FALSE",NA,"3303","-0.4","2:37","25640","523","28574","19","653665","127","157"
"896","RenCas","6133","-2.7","TRUE",2017-07-04,"165","1.6","TRUE","10501","3303","-0.4","2:37","25640","523","28574","19","653665","127","157"
"897","SMP","2090","-4.5","TRUE",2017-07-04,"165","23","TRUE","150076","3303","-0.4","2:37","25640","523","28574","19","653665","127","157"
"898","SWP",NA,NA,"FALSE",2017-07-04,"165",NA,"FALSE",NA,"3303","-0.4","2:37","25640","523","28574","19","653665","127","157"
"899","WMP","3111","2.6","TRUE",2017-07-04,"165","50.9","TRUE","332910","3303","-0.4","2:37","25640","523","28574","19","653665","127","157"
"900","AMF","4170","2.4",NA,2014-05-06,"207","9.1","TRUE","84058","3950","-1.1","2:19","37418","724","38174","13","927930","138","139"
"901","Butter","3892","1.6",NA,2014-05-06,"207","6.2","TRUE","57905","3950","-1.1","2:19","37418","724","38174","13","927930","138","139"
"902","BMP","3713","-1.2",NA,2014-05-06,"207","0.9","TRUE","8493","3950","-1.1","2:19","37418","724","38174","13","927930","138","139"
"903","Ched","4195","-1.8",NA,2014-05-06,"207","3.1","TRUE","28405","3950","-1.1","2:19","37418","724","38174","13","927930","138","139"
"904","LAC",NA,NA,NA,2014-05-06,"207",NA,"FALSE",NA,"3950","-1.1","2:19","37418","724","38174","13","927930","138","139"
"905","MPC70",NA,NA,NA,2014-05-06,"207",NA,"FALSE",NA,"3950","-1.1","2:19","37418","724","38174","13","927930","138","139"
"906","RenCas","11353","6.8",NA,2014-05-06,"207","1","TRUE","9431","3950","-1.1","2:19","37418","724","38174","13","927930","138","139"
"907","SMP","3873","-2.3",NA,2014-05-06,"207","21.5","TRUE","199125","3950","-1.1","2:19","37418","724","38174","13","927930","138","139"
"908","WMP","3928","-1.7",NA,2014-05-06,"207","57.6","TRUE","534776","3950","-1.1","2:19","37418","724","38174","13","927930","138","139"
"909","AMF","3663","-5.3","TRUE",2015-04-01,"127","8.5","TRUE","85457","2746","-10.8","1:46","22580","669","23162","11","1000947","96","106"
"910","Butter","3259","-7.6","TRUE",2015-04-01,"127","6.1","TRUE","60759","2746","-10.8","1:46","22580","669","23162","11","1000947","96","106"
"911","BMP","2130","-25.1","TRUE",2015-04-01,"127","0.8","TRUE","7992","2746","-10.8","1:46","22580","669","23162","11","1000947","96","106"
"912","Ched","2787","-10.5","TRUE",2015-04-01,"127","3.5","TRUE","35192","2746","-10.8","1:46","22580","669","23162","11","1000947","96","106"
"913","LAC",NA,NA,"FALSE",2015-04-01,"127",NA,"FALSE",NA,"2746","-10.8","1:46","22580","669","23162","11","1000947","96","106"
"914","MPC70",NA,NA,"FALSE",2015-04-01,"127",NA,"FALSE",NA,"2746","-10.8","1:46","22580","669","23162","11","1000947","96","106"
"915","RenCas","6980","-8","TRUE",2015-04-01,"127","0.9","TRUE","8929","2746","-10.8","1:46","22580","669","23162","11","1000947","96","106"
"916","SMP","2467","-9.9","TRUE",2015-04-01,"127","22.8","TRUE","228465","2746","-10.8","1:46","22580","669","23162","11","1000947","96","106"
"917","SWP",NA,NA,"FALSE",2015-04-01,"127",NA,"FALSE",NA,"2746","-10.8","1:46","22580","669","23162","11","1000947","96","106"
"918","WMP","2538","-13.3","TRUE",2015-04-01,"127","57","TRUE","570912","2746","-10.8","1:46","22580","669","23162","11","1000947","96","106"
"919","AMF","4493","6.8","TRUE",2015-01-06,"173","8.4","TRUE","87078","2709","3.6","2:30","32535","671","33669","14","1035020","121","150"
"920","Butter","3558","13.2","TRUE",2015-01-06,"173","6.5","TRUE","67061","2709","3.6","2:30","32535","671","33669","14","1035020","121","150"
"921","BMP","2736","10.5","TRUE",2015-01-06,"173","0.8","TRUE","8053","2709","3.6","2:30","32535","671","33669","14","1035020","121","150"
"922","Ched","3090","3.2","TRUE",2015-01-06,"173","3.1","TRUE","31655","2709","3.6","2:30","32535","671","33669","14","1035020","121","150"
"923","LAC",NA,NA,"FALSE",2015-01-06,"173",NA,"FALSE",NA,"2709","3.6","2:30","32535","671","33669","14","1035020","121","150"
"924","MPC70",NA,NA,"FALSE",2015-01-06,"173",NA,"FALSE",NA,"2709","3.6","2:30","32535","671","33669","14","1035020","121","150"
"925","RenCas","7911","4.2","TRUE",2015-01-06,"173","0.8","TRUE","8064","2709","3.6","2:30","32535","671","33669","14","1035020","121","150"
"926","SMP","2386","2.8","TRUE",2015-01-06,"173","22.8","TRUE","235972","2709","3.6","2:30","32535","671","33669","14","1035020","121","150"
"927","SWP",NA,NA,"FALSE",2015-01-06,"173",NA,"TRUE",NA,"2709","3.6","2:30","32535","671","33669","14","1035020","121","150"
"928","WMP","2307","1.6","TRUE",2015-01-06,"173","57.3","TRUE","592835","2709","3.6","2:30","32535","671","33669","14","1035020","121","150"
"929","AMF","3724","2.4","TRUE",2016-01-19,"156","10.2","TRUE","77983","2405","-1.4","1:47","21650","616","21930","11","762498","115","107"
"930","Butter","3162","-5.9","TRUE",2016-01-19,"156","7.1","TRUE","54090","2405","-1.4","1:47","21650","616","21930","11","762498","115","107"
"931","BMP","1620","2.7","TRUE",2016-01-19,"156","1.1","TRUE","8665","2405","-1.4","1:47","21650","616","21930","11","762498","115","107"
"932","Ched","2867","-3.4","TRUE",2016-01-19,"156","4.6","TRUE","35417","2405","-1.4","1:47","21650","616","21930","11","762498","115","107"
"933","LAC","579","-1.7","TRUE",2016-01-19,"156","0.5","TRUE","3740","2405","-1.4","1:47","21650","616","21930","11","762498","115","107"
"934","MPC70",NA,NA,"FALSE",2016-01-19,"156",NA,"FALSE",NA,"2405","-1.4","1:47","21650","616","21930","11","762498","115","107"
"935","RenCas","4405","-7.8","TRUE",2016-01-19,"156","1.3","TRUE","10287","2405","-1.4","1:47","21650","616","21930","11","762498","115","107"
"936","SMP","1835","-3.2","TRUE",2016-01-19,"156","21.6","TRUE","164487","2405","-1.4","1:47","21650","616","21930","11","762498","115","107"
"937","SWP",NA,NA,"FALSE",2016-01-19,"156",NA,"FALSE",NA,"2405","-1.4","1:47","21650","616","21930","11","762498","115","107"
"938","WMP","2188","-0.5","TRUE",2016-01-19,"156","53.3","TRUE","406249","2405","-1.4","1:47","21650","616","21930","11","762498","115","107"
"939","AMF","6060","-2.5","TRUE",2018-06-19,"165","8.5","TRUE","57640","3481","-1.2","2:01","20220","522","21634","14","674997","127","121"
"940","Butter","5611","0.8","TRUE",2018-06-19,"165","6.7","TRUE","45291","3481","-1.2","2:01","20220","522","21634","14","674997","127","121"
"941","BMP",NA,NA,"FALSE",2018-06-19,"165",NA,"FALSE",NA,"3481","-1.2","2:01","20220","522","21634","14","674997","127","121"
"942","Ched","3847","-3.6","TRUE",2018-06-19,"165","3.9","TRUE","26248","3481","-1.2","2:01","20220","522","21634","14","674997","127","121"
"943","LAC","769","8.2","TRUE",2018-06-19,"165","1.2","TRUE","7914","3481","-1.2","2:01","20220","522","21634","14","674997","127","121"
"944","MPC70",NA,NA,"FALSE",2018-06-19,"165",NA,"FALSE",NA,"3481","-1.2","2:01","20220","522","21634","14","674997","127","121"
"945","RenCas","4898","-2.2","TRUE",2018-06-19,"165","1.6","TRUE","10973","3481","-1.2","2:01","20220","522","21634","14","674997","127","121"
"946","SMP","2003","-1.1","TRUE",2018-06-19,"165","24.7","TRUE","166672","3481","-1.2","2:01","20220","522","21634","14","674997","127","121"
"947","SWP",NA,NA,"FALSE",2018-06-19,"165",NA,"TRUE",NA,"3481","-1.2","2:01","20220","522","21634","14","674997","127","121"
"948","WMP","3189","-1","TRUE",2018-06-19,"165","52.2","TRUE","352055","3481","-1.2","2:01","20220","522","21634","14","674997","127","121"
"949","AMF","4998","4.6","TRUE",2016-09-20,"175","11.6","TRUE","78341","2975","1.7","1:55","32270","616","35086","13","673219","129","115"
"950","Butter","3892","3.6","TRUE",2016-09-20,"175","8","TRUE","53552","2975","1.7","1:55","32270","616","35086","13","673219","129","115"
"951","BMP","2276","7","TRUE",2016-09-20,"175","1.3","TRUE","8499","2975","1.7","1:55","32270","616","35086","13","673219","129","115"
"952","Ched","3518","2.2","TRUE",2016-09-20,"175","3.8","TRUE","25869","2975","1.7","1:55","32270","616","35086","13","673219","129","115"
"953","LAC","815","3.7","TRUE",2016-09-20,"175","1.2","TRUE","8234","2975","1.7","1:55","32270","616","35086","13","673219","129","115"
"954","MPC70",NA,NA,"FALSE",2016-09-20,"175",NA,"FALSE",NA,"2975","1.7","1:55","32270","616","35086","13","673219","129","115"
"955","RenCas","6893","2","TRUE",2016-09-20,"175","1.7","TRUE","11653","2975","1.7","1:55","32270","616","35086","13","673219","129","115"
"956","SMP","2293","3","TRUE",2016-09-20,"175","23.7","TRUE","159676","2975","1.7","1:55","32270","616","35086","13","673219","129","115"
"957","SWP",NA,NA,"FALSE",2016-09-20,"175",NA,"FALSE",NA,"2975","1.7","1:55","32270","616","35086","13","673219","129","115"
"958","WMP","2782","-0.2","TRUE",2016-09-20,"175","48.6","TRUE","327395","2975","1.7","1:55","32270","616","35086","13","673219","129","115"
"959","AMF","4058","-5",NA,2014-06-03,"195","9","TRUE","84202","3756","-4.2","2:19","35521","738","37012","13","931794","144","139"
"960","Butter","3634","0",NA,2014-06-03,"195","6.5","TRUE","60712","3756","-4.2","2:19","35521","738","37012","13","931794","144","139"
"961","BMP","3628","-1.9",NA,2014-06-03,"195","0.9","TRUE","8442","3756","-4.2","2:19","35521","738","37012","13","931794","144","139"
"962","Ched","4236","8",NA,2014-06-03,"195","3","TRUE","27513","3756","-4.2","2:19","35521","738","37012","13","931794","144","139"
"963","LAC",NA,NA,NA,2014-06-03,"195",NA,"FALSE",NA,"3756","-4.2","2:19","35521","738","37012","13","931794","144","139"
"964","MPC70",NA,NA,NA,2014-06-03,"195",NA,"FALSE",NA,"3756","-4.2","2:19","35521","738","37012","13","931794","144","139"
"965","RenCas","10672","-10.2",NA,2014-06-03,"195","0.9","TRUE","8778","3756","-4.2","2:19","35521","738","37012","13","931794","144","139"
"966","SMP","3863","2.1",NA,2014-06-03,"195","21.9","TRUE","204198","3756","-4.2","2:19","35521","738","37012","13","931794","144","139"
"967","WMP","3594","-8.5",NA,2014-06-03,"195","57.2","TRUE","532896","3756","-4.2","2:19","35521","738","37012","13","931794","144","139"
"968","AMF","3505","-6.3","TRUE",2015-05-05,"144","8.6","TRUE","86317","2515","-3.5","2:07","26505","685","27369","13","1006500","117","127"
"969","Butter","3005","-0.8","TRUE",2015-05-05,"144","6","TRUE","60835","2515","-3.5","2:07","26505","685","27369","13","1006500","117","127"
"970","BMP","1748","-14","TRUE",2015-05-05,"144","0.8","TRUE","8387","2515","-3.5","2:07","26505","685","27369","13","1006500","117","127"
"971","Ched","3012","9.1","TRUE",2015-05-05,"144","3.8","TRUE","38429","2515","-3.5","2:07","26505","685","27369","13","1006500","117","127"
"972","LAC",NA,NA,"TRUE",2015-05-05,"144","0","TRUE","250","2515","-3.5","2:07","26505","685","27369","13","1006500","117","127"
"973","MPC70",NA,NA,"FALSE",2015-05-05,"144",NA,"FALSE",NA,"2515","-3.5","2:07","26505","685","27369","13","1006500","117","127"
"974","RenCas","6094","-11","TRUE",2015-05-05,"144","1","TRUE","9595","2515","-3.5","2:07","26505","685","27369","13","1006500","117","127"
"975","SMP","2048","-7.5","TRUE",2015-05-05,"144","22.7","TRUE","228609","2515","-3.5","2:07","26505","685","27369","13","1006500","117","127"
"976","SWP",NA,NA,"FALSE",2015-05-05,"144",NA,"FALSE",NA,"2515","-3.5","2:07","26505","685","27369","13","1006500","117","127"
"977","WMP","2386","-1.8","TRUE",2015-05-05,"144","56.7","TRUE","571001","2515","-3.5","2:07","26505","685","27369","13","1006500","117","127"
"978","AMF","2621","-10.6","TRUE",2015-07-15,"135","8.5","TRUE","78739","2082","-10.7","1:36","31105","628","31691","10","930853","130","96"
"979","Butter","2460","-9.5","TRUE",2015-07-15,"135","6","TRUE","56111","2082","-10.7","1:36","31105","628","31691","10","930853","130","96"
"980","BMP","1794","-4.4","TRUE",2015-07-15,"135","0.9","TRUE","8774","2082","-10.7","1:36","31105","628","31691","10","930853","130","96"
"981","Ched","2613","-13.9","TRUE",2015-07-15,"135","4.2","TRUE","39376","2082","-10.7","1:36","31105","628","31691","10","930853","130","96"
"982","LAC","549","1.9","TRUE",2015-07-15,"135","0","TRUE","349","2082","-10.7","1:36","31105","628","31691","10","930853","130","96"
"983","MPC70",NA,NA,"FALSE",2015-07-15,"135",NA,"FALSE",NA,"2082","-10.7","1:36","31105","628","31691","10","930853","130","96"
"984","RenCas","5430","-8","TRUE",2015-07-15,"135","1.1","TRUE","9883","2082","-10.7","1:36","31105","628","31691","10","930853","130","96"
"985","SMP","1702","-10.1","TRUE",2015-07-15,"135","22.1","TRUE","205364","2082","-10.7","1:36","31105","628","31691","10","930853","130","96"
"986","SWP",NA,NA,"FALSE",2015-07-15,"135",NA,"FALSE",NA,"2082","-10.7","1:36","31105","628","31691","10","930853","130","96"
"987","WMP","1848","-13.1","TRUE",2015-07-15,"135","56.9","TRUE","529821","2082","-10.7","1:36","31105","628","31691","10","930853","130","96"
"988","AMF","3797","4.7","TRUE",2016-08-02,"180","11.6","TRUE","83109","2436","6.6","1:58","31725","605","34928","12","713633","138","118"
"989","Butter","2871","6.6","TRUE",2016-08-02,"180","7.7","TRUE","55282","2436","6.6","1:58","31725","605","34928","12","713633","138","118"
"990","BMP","1661","7.7","TRUE",2016-08-02,"180","1.3","TRUE","8986","2436","6.6","1:58","31725","605","34928","12","713633","138","118"
"991","Ched","2889","-0.8","TRUE",2016-08-02,"180","3.7","TRUE","26593","2436","6.6","1:58","31725","605","34928","12","713633","138","118"
"992","LAC","741","3.7","TRUE",2016-08-02,"180","1.1","TRUE","7885","2436","6.6","1:58","31725","605","34928","12","713633","138","118"
"993","MPC70",NA,NA,"FALSE",2016-08-02,"180",NA,"FALSE",NA,"2436","6.6","1:58","31725","605","34928","12","713633","138","118"
"994","RenCas","6161","16.3","TRUE",2016-08-02,"180","1.8","TRUE","12713","2436","6.6","1:58","31725","605","34928","12","713633","138","118"
"995","SMP","1965","2.1","TRUE",2016-08-02,"180","23.5","TRUE","167659","2436","6.6","1:58","31725","605","34928","12","713633","138","118"
"996","SWP",NA,NA,"FALSE",2016-08-02,"180",NA,"FALSE",NA,"2436","6.6","1:58","31725","605","34928","12","713633","138","118"
"997","WMP","2265","9.9","TRUE",2016-08-02,"180","49.2","TRUE","351406","2436","6.6","1:58","31725","605","34928","12","713633","138","118"
"998","AMF","3527","1.5","TRUE",2016-02-16,"151","10.4","TRUE","81013","2235","-2.8","1:58","21665","604","22021","14","781040","115","118"
"999","Butter","2834","-2.3","TRUE",2016-02-16,"151","7.2","TRUE","56147","2235","-2.8","1:58","21665","604","22021","14","781040","115","118"
"1000","BMP","1496","-1.2","TRUE",2016-02-16,"151","1.1","TRUE","8897","2235","-2.8","1:58","21665","604","22021","14","781040","115","118"
"1001","Ched","2535","-5.6","TRUE",2016-02-16,"151","4.6","TRUE","35696","2235","-2.8","1:58","21665","604","22021","14","781040","115","118"
"1002","LAC","574","0","TRUE",2016-02-16,"151","0.6","TRUE","4332","2235","-2.8","1:58","21665","604","22021","14","781040","115","118"
"1003","MPC70",NA,NA,"FALSE",2016-02-16,"151",NA,"FALSE",NA,"2235","-2.8","1:58","21665","604","22021","14","781040","115","118"
"1004","RenCas","3852","-11.5","TRUE",2016-02-16,"151","1.4","TRUE","10865","2235","-2.8","1:58","21665","604","22021","14","781040","115","118"
"1005","SMP","1762","-1.4","TRUE",2016-02-16,"151","21.8","TRUE","170551","2235","-2.8","1:58","21665","604","22021","14","781040","115","118"
"1006","SWP",NA,NA,"FALSE",2016-02-16,"151",NA,"FALSE",NA,"2235","-2.8","1:58","21665","604","22021","14","781040","115","118"
"1007","WMP","1890","-3.7","TRUE",2016-02-16,"151","52.8","TRUE","412189","2235","-2.8","1:58","21665","604","22021","14","781040","115","118"
"1008","AMF","4755","3.9","TRUE",2018-12-04,"178","9.6","TRUE","64812","2819","2.2","2:16","33360","507","36450","18","673864","139","136"
"1009","Butter","3745","2.7","TRUE",2018-12-04,"178","7","TRUE","47094","2819","2.2","2:16","33360","507","36450","18","673864","139","136"
"1010","BMP","2973","16.9","TRUE",2018-12-04,"178","1.2","TRUE","8314","2819","2.2","2:16","33360","507","36450","18","673864","139","136"
"1011","Ched","3184","-2.2","TRUE",2018-12-04,"178","4","TRUE","27143","2819","2.2","2:16","33360","507","36450","18","673864","139","136"
"1012","LAC","918","0.5","TRUE",2018-12-04,"178","0.9","TRUE","5894","2819","2.2","2:16","33360","507","36450","18","673864","139","136"
"1013","MPC70",NA,NA,"FALSE",2018-12-04,"178",NA,"FALSE",NA,"2819","2.2","2:16","33360","507","36450","18","673864","139","136"
"1014","RenCas","5167","2","TRUE",2018-12-04,"178","1.6","TRUE","10709","2819","2.2","2:16","33360","507","36450","18","673864","139","136"
"1015","SMP","1970","0.3","TRUE",2018-12-04,"178","23.2","TRUE","156513","2819","2.2","2:16","33360","507","36450","18","673864","139","136"
"1016","SWP",NA,NA,"FALSE",2018-12-04,"178",NA,"TRUE",NA,"2819","2.2","2:16","33360","507","36450","18","673864","139","136"
"1017","WMP","2667","2.5","TRUE",2018-12-04,"178","52.4","TRUE","353335","2819","2.2","2:16","33360","507","36450","18","673864","139","136"
"1018","AMF","5314","-4.5",NA,2014-02-18,"191","9.7","TRUE","91179","5016","-1.2","1:36","33079","793","34568","9","938978","130","96"
"1019","Butter","4586","-3.8",NA,2014-02-18,"191","4.7","TRUE","44416","5016","-1.2","1:36","33079","793","34568","9","938978","130","96"
"1020","BMP","5355","3.1",NA,2014-02-18,"191","0.9","TRUE","7996","5016","-1.2","1:36","33079","793","34568","9","938978","130","96"
"1021","Ched","4845","-1.7",NA,2014-02-18,"191","3.4","TRUE","32247","5016","-1.2","1:36","33079","793","34568","9","938978","130","96"
"1022","LAC",NA,NA,NA,2014-02-18,"191",NA,"FALSE",NA,"5016","-1.2","1:36","33079","793","34568","9","938978","130","96"
"1023","MPC70","8824","-5.4",NA,2014-02-18,"191","0.7","TRUE","6623","5016","-1.2","1:36","33079","793","34568","9","938978","130","96"
"1024","RenCas","11461","-3.5",NA,2014-02-18,"191","1.1","TRUE","10521","5016","-1.2","1:36","33079","793","34568","9","938978","130","96"
"1025","SMP","4780","-0.1",NA,2014-02-18,"191","21","TRUE","197172","5016","-1.2","1:36","33079","793","34568","9","938978","130","96"
"1026","WMP","4999","-0.3",NA,2014-02-18,"191","58.4","TRUE","548585","5016","-1.2","1:36","33079","793","34568","9","938978","130","96"
"1027","AMF","6841","5.2","TRUE",2017-10-17,"165","9.2","TRUE","60608","3204","-1","2:17","32800","544","35669","16","656647","137","137"
"1028","Butter","5736","-2.5","TRUE",2017-10-17,"165","6.2","TRUE","40715","3204","-1","2:17","32800","544","35669","16","656647","137","137"
"1029","BMP",NA,NA,"FALSE",2017-10-17,"165",NA,"FALSE",NA,"3204","-1","2:17","32800","544","35669","16","656647","137","137"
"1030","Ched","4107","-0.1","TRUE",2017-10-17,"165","3.9","TRUE","25537","3204","-1","2:17","32800","544","35669","16","656647","137","137"
"1031","LAC",NA,NA,"TRUE",2017-10-17,"165","1.7","TRUE","11022","3204","-1","2:17","32800","544","35669","16","656647","137","137"
"1032","MPC70",NA,NA,"FALSE",2017-10-17,"165",NA,"FALSE",NA,"3204","-1","2:17","32800","544","35669","16","656647","137","137"
"1033","RenCas","5612","-8.6","TRUE",2017-10-17,"165","1.8","TRUE","11723","3204","-1","2:17","32800","544","35669","16","656647","137","137"
"1034","SMP","1797","-5.6","TRUE",2017-10-17,"165","23.2","TRUE","152296","3204","-1","2:17","32800","544","35669","16","656647","137","137"
"1035","SWP",NA,NA,"FALSE",2017-10-17,"165",NA,"FALSE",NA,"3204","-1","2:17","32800","544","35669","16","656647","137","137"
"1036","WMP","3014","-0.5","TRUE",2017-10-17,"165","52.7","TRUE","345765","3204","-1","2:17","32800","544","35669","16","656647","137","137"
"1037","AMF","3430","-5.9","TRUE",2015-11-17,"141","9.1","TRUE","79980","2345","-7.9","1:55","29690","609","30044","13","880892","117","115"
"1038","Butter","2709","5.6","TRUE",2015-11-17,"141","6.2","TRUE","54863","2345","-7.9","1:55","29690","609","30044","13","880892","117","115"
"1039","BMP","1825","-1","TRUE",2015-11-17,"141","1","TRUE","9060","2345","-7.9","1:55","29690","609","30044","13","880892","117","115"
"1040","Ched","2874","-5","TRUE",2015-11-17,"141","4.4","TRUE","39047","2345","-7.9","1:55","29690","609","30044","13","880892","117","115"
"1041","LAC","503","-2","TRUE",2015-11-17,"141","0.3","TRUE","2554","2345","-7.9","1:55","29690","609","30044","13","880892","117","115"
"1042","MPC70",NA,NA,"FALSE",2015-11-17,"141",NA,"FALSE",NA,"2345","-7.9","1:55","29690","609","30044","13","880892","117","115"
"1043","RenCas","5250","-4.4","TRUE",2015-11-17,"141","1.3","TRUE","11188","2345","-7.9","1:55","29690","609","30044","13","880892","117","115"
"1044","SMP","1851","-8.1","TRUE",2015-11-17,"141","21","TRUE","185231","2345","-7.9","1:55","29690","609","30044","13","880892","117","115"
"1045","SWP",NA,NA,"FALSE",2015-11-17,"141",NA,"FALSE",NA,"2345","-7.9","1:55","29690","609","30044","13","880892","117","115"
"1046","WMP","2148","-11","TRUE",2015-11-17,"141","56.4","TRUE","496708","2345","-7.9","1:55","29690","609","30044","13","880892","117","115"
"1047","AMF","3112","-7.4","TRUE",2015-06-02,"148","8.4","TRUE","82192","2412","-4.3","1:57","26740","642","27711","12","981584","115","117"
"1048","Butter","2619","-10","TRUE",2015-06-02,"148","6","TRUE","59263","2412","-4.3","1:57","26740","642","27711","12","981584","115","117"
"1049","BMP","1795","-7","TRUE",2015-06-02,"148","0.9","TRUE","8521","2412","-4.3","1:57","26740","642","27711","12","981584","115","117"
"1050","Ched","3055",NA,"TRUE",2015-06-02,"148","4","TRUE","39337","2412","-4.3","1:57","26740","642","27711","12","981584","115","117"
