"","Product.Type","Price","PriceIndexPercentageChange","ProductSold","Date","ParticipatingBidders","ProductGroup12MSalesSplit","SupplyOffered","TwelveMonthQtySold","AveragePublishedPrice.1","ChangeInPriceIndex","EventDuration","MinSupply","QualifiedBidders","QuantitySold","TotalRounds","TwelveMonthQtySold.1","WinningBidders","Duration"
"615","MPC70",NA,NA,"FALSE",2016-04-19,"163",NA,"FALSE",NA,"2263","3.8","1:58","19904","617","21206","13","733742","114","118"
"616","RenCas","4742","7.5","TRUE",2016-04-19,"163","1.6","TRUE","11500","2263","3.8","1:58","19904","617","21206","13","733742","114","118"
"617","SMP","1727","0.3","TRUE",2016-04-19,"163","22.8","TRUE","167436","2263","3.8","1:58","19904","617","21206","13","733742","114","118"
"618","SWP",NA,NA,"FALSE",2016-04-19,"163",NA,"FALSE",NA,"2263","3.8","1:58","19904","617","21206","13","733742","114","118"
"619","WMP","2156","7.5","TRUE",2016-04-19,"163","50.9","TRUE","373800","2263","3.8","1:58","19904","617","21206","13","733742","114","118"
"620","AMF","6402","3.6","TRUE",2017-09-05,"173","9.7","TRUE","61518","3323","0.3","2:14","31430","537","33501","15","635803","140","134"
"621","Butter","5954","3.8","TRUE",2017-09-05,"173","6.5","TRUE","41051","3323","0.3","2:14","31430","537","33501","15","635803","140","134"
"622","BMP","2026","-10.1","TRUE",2017-09-05,"173","1.4","TRUE","9043","3323","0.3","2:14","31430","537","33501","15","635803","140","134"
"623","Ched","4118","2.5","TRUE",2017-09-05,"173","3.8","TRUE","23961","3323","0.3","2:14","31430","537","33501","15","635803","140","134"
"624","LAC","791","5.1","TRUE",2017-09-05,"173","1.7","TRUE","10803","3323","0.3","2:14","31430","537","33501","15","635803","140","134"
"625","MPC70",NA,NA,"FALSE",2017-09-05,"173",NA,"FALSE",NA,"3323","0.3","2:14","31430","537","33501","15","635803","140","134"
"626","RenCas","6316","1.2","TRUE",2017-09-05,"173","1.7","TRUE","10934","3323","0.3","2:14","31430","537","33501","15","635803","140","134"
"627","SMP","1944","-1.2","TRUE",2017-09-05,"173","23.1","TRUE","147183","3323","0.3","2:14","31430","537","33501","15","635803","140","134"
"628","SWP",NA,NA,"FALSE",2017-09-05,"173",NA,"FALSE",NA,"3323","0.3","2:14","31430","537","33501","15","635803","140","134"
"629","WMP","3100","-1.6","TRUE",2017-09-05,"173","52.1","TRUE","331310","3323","0.3","2:14","31430","537","33501","15","635803","140","134"
"630","AMF","6887","0","TRUE",2017-11-21,"160","8.8","TRUE","54417","2970","-3.4","1:54","32000","557","35042","14","617633","139","114"
"631","Butter","5144","-5.9","TRUE",2017-11-21,"160","6.1","TRUE","37907","2970","-3.4","1:54","32000","557","35042","14","617633","139","114"
"632","BMP",NA,NA,"FALSE",2017-11-21,"160",NA,"FALSE",NA,"2970","-3.4","1:54","32000","557","35042","14","617633","139","114"
"633","Ched","3831","-4.2","TRUE",2017-11-21,"160","3.9","TRUE","24299","2970","-3.4","1:54","32000","557","35042","14","617633","139","114"
"634","LAC",NA,NA,"TRUE",2017-11-21,"160","1.6","TRUE","10140","2970","-3.4","1:54","32000","557","35042","14","617633","139","114"
"635","MPC70",NA,NA,"FALSE",2017-11-21,"160",NA,"FALSE",NA,"2970","-3.4","1:54","32000","557","35042","14","617633","139","114"
"636","RenCas","4644","-12.6","TRUE",2017-11-21,"160","1.9","TRUE","11670","2970","-3.4","1:54","32000","557","35042","14","617633","139","114"
"637","SMP","1701","-6.5","TRUE",2017-11-21,"160","23.3","TRUE","143696","2970","-3.4","1:54","32000","557","35042","14","617633","139","114"
"638","SWP",NA,NA,"FALSE",2017-11-21,"160",NA,"FALSE",NA,"2970","-3.4","1:54","32000","557","35042","14","617633","139","114"
"639","WMP","2778","-2.7","TRUE",2017-11-21,"160","53","TRUE","327129","2970","-3.4","1:54","32000","557","35042","14","617633","139","114"
"640","AMF","5653","-0.8","TRUE",2017-03-07,"134","11.5","TRUE","73787","3512","-6.3","1:29","20440","530","22328","10","638968","113","89"
"641","Butter","4653","1.2","TRUE",2017-03-07,"134","7.2","TRUE","46271","3512","-6.3","1:29","20440","530","22328","10","638968","113","89"
"642","BMP","1846","8.4","TRUE",2017-03-07,"134","1.4","TRUE","8735","3512","-6.3","1:29","20440","530","22328","10","638968","113","89"
"643","Ched","3435","-4.2","TRUE",2017-03-07,"134","3.9","TRUE","24649","3512","-6.3","1:29","20440","530","22328","10","638968","113","89"
"644","LAC","924","-4.3","TRUE",2017-03-07,"134","1.6","TRUE","10498","3512","-6.3","1:29","20440","530","22328","10","638968","113","89"
"645","MPC70",NA,NA,"FALSE",2017-03-07,"134",NA,"FALSE",NA,"3512","-6.3","1:29","20440","530","22328","10","638968","113","89"
"646","RenCas","5678","-6.6","TRUE",2017-03-07,"134","1.8","TRUE","11371","3512","-6.3","1:29","20440","530","22328","10","638968","113","89"
"647","SMP","2118","-15.5","TRUE",2017-03-07,"134","23.7","TRUE","151458","3512","-6.3","1:29","20440","530","22328","10","638968","113","89"
"648","SWP",NA,NA,"FALSE",2017-03-07,"134",NA,"FALSE",NA,"3512","-6.3","1:29","20440","530","22328","10","638968","113","89"
"649","WMP","2782","-12.4","TRUE",2017-03-07,"134","48.9","TRUE","312199","3512","-6.3","1:29","20440","530","22328","10","638968","113","89"
"650","AMF","3444","2.8","TRUE",2016-06-01,"161","11.2","TRUE","80351","2329","3.4","2:31","21680","614","24046","18","719834","108","151"
"651","Butter","2762","3.2","TRUE",2016-06-01,"161","7.5","TRUE","54107","2329","3.4","2:31","21680","614","24046","18","719834","108","151"
"652","BMP","1765","14.2","TRUE",2016-06-01,"161","1.2","TRUE","8787","2329","3.4","2:31","21680","614","24046","18","719834","108","151"
"653","Ched","2669","7.8","TRUE",2016-06-01,"161","4.1","TRUE","29205","2329","3.4","2:31","21680","614","24046","18","719834","108","151"
"654","LAC","750","4.7","TRUE",2016-06-01,"161","0.9","TRUE","6408","2329","3.4","2:31","21680","614","24046","18","719834","108","151"
"655","MPC70",NA,NA,"FALSE",2016-06-01,"161",NA,"FALSE",NA,"2329","3.4","2:31","21680","614","24046","18","719834","108","151"
"656","RenCas","5035","-1.6","TRUE",2016-06-01,"161","1.7","TRUE","12431","2329","3.4","2:31","21680","614","24046","18","719834","108","151"
"657","SMP","1867","12.1","TRUE",2016-06-01,"161","22.9","TRUE","164749","2329","3.4","2:31","21680","614","24046","18","719834","108","151"
"658","SWP",NA,NA,"FALSE",2016-06-01,"161",NA,"FALSE",NA,"2329","3.4","2:31","21680","614","24046","18","719834","108","151"
"659","WMP","2205","-1.7","TRUE",2016-06-01,"161","50.5","TRUE","363546","2329","3.4","2:31","21680","614","24046","18","719834","108","151"
"660","AMF","4148","8.4","TRUE",2016-08-16,"177","11.9","TRUE","83483","2731","12.7","2:36","35085","606","37766","17","704377","119","156"
"661","Butter","3274","14.1","TRUE",2016-08-16,"177","7.9","TRUE","55358","2731","12.7","2:36","35085","606","37766","17","704377","119","156"
"662","BMP","1983","18.1","TRUE",2016-08-16,"177","1.2","TRUE","8689","2731","12.7","2:36","35085","606","37766","17","704377","119","156"
"663","Ched","3157","8.9","TRUE",2016-08-16,"177","3.7","TRUE","26228","2731","12.7","2:36","35085","606","37766","17","704377","119","156"
"664","LAC","763","3.5","TRUE",2016-08-16,"177","1.2","TRUE","8138","2731","12.7","2:36","35085","606","37766","17","704377","119","156"
"665","MPC70",NA,NA,"FALSE",2016-08-16,"177",NA,"FALSE",NA,"2731","12.7","2:36","35085","606","37766","17","704377","119","156"
"666","RenCas","6326","2.5","TRUE",2016-08-16,"177","1.8","TRUE","12562","2731","12.7","2:36","35085","606","37766","17","704377","119","156"
"667","SMP","2028","3","TRUE",2016-08-16,"177","23.7","TRUE","166836","2731","12.7","2:36","35085","606","37766","17","704377","119","156"
"668","SWP",NA,NA,"FALSE",2016-08-16,"177",NA,"FALSE",NA,"2731","12.7","2:36","35085","606","37766","17","704377","119","156"
"669","WMP","2695","18.9","TRUE",2016-08-16,"177","48.7","TRUE","343083","2731","12.7","2:36","35085","606","37766","17","704377","119","156"
"670","AMF","5528","3.7","TRUE",2017-01-17,"178","11.3","TRUE","78094","3517","0.6","1:33","19555","526","22030","10","691577","113","93"
"671","Butter","4382","1.6","TRUE",2017-01-17,"178","7.3","TRUE","50662","3517","0.6","1:33","19555","526","22030","10","691577","113","93"
"672","BMP","2783","-10.1","TRUE",2017-01-17,"178","1.3","TRUE","8984","3517","0.6","1:33","19555","526","22030","10","691577","113","93"
"673","Ched","3940","1.3","TRUE",2017-01-17,"178","3.8","TRUE","26600","3517","0.6","1:33","19555","526","22030","10","691577","113","93"
"674","LAC","813","-1.7","TRUE",2017-01-17,"178","1.5","TRUE","10199","3517","0.6","1:33","19555","526","22030","10","691577","113","93"
"675","MPC70",NA,NA,"FALSE",2017-01-17,"178",NA,"FALSE",NA,"3517","0.6","1:33","19555","526","22030","10","691577","113","93"
"676","RenCas","6470","4.9","TRUE",2017-01-17,"178","1.7","TRUE","12087","3517","0.6","1:33","19555","526","22030","10","691577","113","93"
"677","SMP","2612","-1.6","TRUE",2017-01-17,"178","23.9","TRUE","165058","3517","0.6","1:33","19555","526","22030","10","691577","113","93"
"678","SWP",NA,NA,"FALSE",2017-01-17,"178",NA,"FALSE",NA,"3517","0.6","1:33","19555","526","22030","10","691577","113","93"
"679","WMP","3283","-0.1","TRUE",2017-01-17,"178","49.1","TRUE","339893","3517","0.6","1:33","19555","526","22030","10","691577","113","93"
"680","AMF","3264","-2.2",NA,2014-09-16,"191","8.6","TRUE","91746","2795","0","1:57","50233","642","50801","11","1061878","152","117"
"681","Butter","2698","-2.5",NA,2014-09-16,"191","6.5","TRUE","68615","2795","0","1:57","50233","642","50801","11","1061878","152","117"
"682","BMP","3140","-6.9",NA,2014-09-16,"191","0.8","TRUE","8029","2795","0","1:57","50233","642","50801","11","1061878","152","117"
"683","Ched","3077","-6.5",NA,2014-09-16,"191","2.8","TRUE","29651","2795","0","1:57","50233","642","50801","11","1061878","152","117"
"684","LAC",NA,NA,NA,2014-09-16,"191",NA,"FALSE",NA,"2795","0","1:57","50233","642","50801","11","1061878","152","117"
"685","MPC70",NA,NA,NA,2014-09-16,"191",NA,"FALSE",NA,"2795","0","1:57","50233","642","50801","11","1061878","152","117"
"686","RenCas","8343","1.3",NA,2014-09-16,"191","0.8","TRUE","8587","2795","0","1:57","50233","642","50801","11","1061878","152","117"
"687","SMP","2619","0.9",NA,2014-09-16,"191","23","TRUE","244627","2795","0","1:57","50233","642","50801","11","1061878","152","117"
"688","SWP","1295",NA,NA,2014-09-16,"191",NA,"TRUE",NA,"2795","0","1:57","50233","642","50801","11","1061878","152","117"
"689","WMP","2692","0.6",NA,2014-09-16,"191","57","TRUE","605273","2795","0","1:57","50233","642","50801","11","1061878","152","117"
"690","AMF","3519","2.3","TRUE",2015-12-01,"161","9.2","TRUE","80471","2419","3.6","2:12","28018","613","28158","15","870370","121","132"
"691","Butter","3009","5.7","TRUE",2015-12-01,"161","6.3","TRUE","55115","2419","3.6","2:12","28018","613","28158","15","870370","121","132"
"692","BMP","1729","-5.6","TRUE",2015-12-01,"161","1","TRUE","9044","2419","3.6","2:12","28018","613","28158","15","870370","121","132"
"693","Ched","2829","-1.5","TRUE",2015-12-01,"161","4.5","TRUE","38815","2419","3.6","2:12","28018","613","28158","15","870370","121","132"
"694","LAC","507","1.7","TRUE",2015-12-01,"161","0.3","TRUE","2854","2419","3.6","2:12","28018","613","28158","15","870370","121","132"
"695","MPC70",NA,NA,"FALSE",2015-12-01,"161",NA,"FALSE",NA,"2419","3.6","2:12","28018","613","28158","15","870370","121","132"
"696","RenCas","5046","-4.3","TRUE",2015-12-01,"161","1.3","TRUE","11167","2419","3.6","2:12","28018","613","28158","15","870370","121","132"
"697","SMP","1918","3.2","TRUE",2015-12-01,"161","21.1","TRUE","183853","2419","3.6","2:12","28018","613","28158","15","870370","121","132"
"698","SWP",NA,NA,"FALSE",2015-12-01,"161",NA,"FALSE",NA,"2419","3.6","2:12","28018","613","28158","15","870370","121","132"
"699","WMP","2260","5.3","TRUE",2015-12-01,"161","55.9","TRUE","486790","2419","3.6","2:12","28018","613","28158","15","870370","121","132"
"700","AMF","3440","13.7","TRUE",2015-09-15,"186","9","TRUE","79995","2568","16.5","3:02","34515","639","36050","18","891103","121","182"
"701","Butter","3108","13.3","TRUE",2015-09-15,"186","6","TRUE","53401","2568","16.5","3:02","34515","639","36050","18","891103","121","182"
"702","BMP","1719","-1.9","TRUE",2015-09-15,"186","1","TRUE","9062","2568","16.5","3:02","34515","639","36050","18","891103","121","182"
"703","Ched","3206","10.7","TRUE",2015-09-15,"186","4.3","TRUE","38343","2568","16.5","3:02","34515","639","36050","18","891103","121","182"
"704","LAC","499","3.1","TRUE",2015-09-15,"186","0.2","TRUE","1481","2568","16.5","3:02","34515","639","36050","18","891103","121","182"
"705","MPC70",NA,NA,"FALSE",2015-09-15,"186",NA,"FALSE",NA,"2568","16.5","3:02","34515","639","36050","18","891103","121","182"
"706","RenCas","5807","0.6","TRUE",2015-09-15,"186","1.2","TRUE","10798","2568","16.5","3:02","34515","639","36050","18","891103","121","182"
"707","SMP","1992","17","TRUE",2015-09-15,"186","21.2","TRUE","189202","2568","16.5","3:02","34515","639","36050","18","891103","121","182"
"708","SWP",NA,NA,"FALSE",2015-09-15,"186",NA,"FALSE",NA,"2568","16.5","3:02","34515","639","36050","18","891103","121","182"
"709","WMP","2495","20.6","TRUE",2015-09-15,"186","56.8","TRUE","506560","2568","16.5","3:02","34515","639","36050","18","891103","121","182"
"710","AMF","5765","4","TRUE",2017-02-07,"172","11.4","TRUE","73966","3537","1.3","1:46","19065","530","21273","12","650796","104","106"
"711","Butter","4593","4.9","TRUE",2017-02-07,"172","7.3","TRUE","47331","3537","1.3","1:46","19065","530","21273","12","650796","104","106"
"712","BMP","2254","-7.5","TRUE",2017-02-07,"172","1.3","TRUE","8771","3537","1.3","1:46","19065","530","21273","12","650796","104","106"
"713","Ched","3798","-3.7","TRUE",2017-02-07,"172","3.9","TRUE","25098","3537","1.3","1:46","19065","530","21273","12","650796","104","106"
"714","LAC","910","12.4","TRUE",2017-02-07,"172","1.6","TRUE","10093","3537","1.3","1:46","19065","530","21273","12","650796","104","106"
"715","MPC70",NA,NA,"FALSE",2017-02-07,"172",NA,"FALSE",NA,"3537","1.3","1:46","19065","530","21273","12","650796","104","106"
"716","RenCas","6445","-0.4","TRUE",2017-02-07,"172","1.8","TRUE","11539","3537","1.3","1:46","19065","530","21273","12","650796","104","106"
"717","SMP","2608","0.1","TRUE",2017-02-07,"172","23.7","TRUE","153924","3537","1.3","1:46","19065","530","21273","12","650796","104","106"
"718","SWP",NA,NA,"FALSE",2017-02-07,"172",NA,"FALSE",NA,"3537","1.3","1:46","19065","530","21273","12","650796","104","106"
"719","WMP","3314","1","TRUE",2017-02-07,"172","49.2","TRUE","320074","3537","1.3","1:46","19065","530","21273","12","650796","104","106"
"720","AMF","3490","6.1","TRUE",2014-11-18,"173","8.7","TRUE","93578","2561","-3.1","2:20","38750","676","39613","13","1073715","134","140"
"721","Butter","2656","6","TRUE",2014-11-18,"173","6.5","TRUE","69756","2561","-3.1","2:20","38750","676","39613","13","1073715","134","140"
"722","BMP","2511","1.4","TRUE",2014-11-18,"173","0.8","TRUE","8249","2561","-3.1","2:20","38750","676","39613","13","1073715","134","140"
"723","Ched","2861","5","TRUE",2014-11-18,"173","3","TRUE","32005","2561","-3.1","2:20","38750","676","39613","13","1073715","134","140"
"724","LAC",NA,NA,"FALSE",2014-11-18,"173",NA,"FALSE",NA,"2561","-3.1","2:20","38750","676","39613","13","1073715","134","140"
"725","MPC70",NA,NA,"FALSE",2014-11-18,"173",NA,"FALSE",NA,"2561","-3.1","2:20","38750","676","39613","13","1073715","134","140"
"726","RenCas","6681","-12.2","TRUE",2014-11-18,"173","0.8","TRUE","8316","2561","-3.1","2:20","38750","676","39613","13","1073715","134","140"
"727","SMP","2299","-5.7","TRUE",2014-11-18,"173","22.8","TRUE","245243","2561","-3.1","2:20","38750","676","39613","13","1073715","134","140"
"728","SWP",NA,NA,"TRUE",2014-11-18,"173",NA,"TRUE",NA,"2561","-3.1","2:20","38750","676","39613","13","1073715","134","140"
"729","WMP","2400","-5.1","TRUE",2014-11-18,"173","56.9","TRUE","611341","2561","-3.1","2:20","38750","676","39613","13","1073715","134","140"
"730","AMF","3346","7.4",NA,2014-10-15,"167","8.8","TRUE","94966","2640","1.4","2:31","49797","668","50816","14","1077483","132","151"
"731","Butter","2614","3.9",NA,2014-10-15,"167","6.5","TRUE","69574","2640","1.4","2:31","49797","668","50816","14","1077483","132","151"
"732","BMP","2685","-3.8",NA,2014-10-15,"167","0.8","TRUE","8234","2640","1.4","2:31","49797","668","50816","14","1077483","132","151"
"733","Ched","3007","-1",NA,2014-10-15,"167","2.9","TRUE","30802","2640","1.4","2:31","49797","668","50816","14","1077483","132","151"
"734","LAC",NA,NA,NA,2014-10-15,"167",NA,"FALSE",NA,"2640","1.4","2:31","49797","668","50816","14","1077483","132","151"
"735","MPC70",NA,NA,NA,2014-10-15,"167",NA,"FALSE",NA,"2640","1.4","2:31","49797","668","50816","14","1077483","132","151"
"736","RenCas","7780","-5.3",NA,2014-10-15,"167","0.8","TRUE","8148","2640","1.4","2:31","49797","668","50816","14","1077483","132","151"
"737","SMP","2462","-3.6",NA,2014-10-15,"167","22.9","TRUE","246722","2640","1.4","2:31","49797","668","50816","14","1077483","132","151"
"738","SWP","1225","4.3",NA,2014-10-15,"167",NA,"TRUE",NA,"2640","1.4","2:31","49797","668","50816","14","1077483","132","151"
"739","WMP","2503","3.1",NA,2014-10-15,"167","57","TRUE","613687","2640","1.4","2:31","49797","668","50816","14","1077483","132","151"
"740","AMF","3195","-1.6","TRUE",2016-05-03,"147","10.9","TRUE","79187","2203","-1.4","1:46","19250","620","20615","12","726890","118","106"
"741","Butter","2601","-5.5","TRUE",2016-05-03,"147","7.4","TRUE","54083","2203","-1.4","1:46","19250","620","20615","12","726890","118","106"
"742","BMP","1366","-5.5","TRUE",2016-05-03,"147","1.2","TRUE","8903","2203","-1.4","1:46","19250","620","20615","12","726890","118","106"
"743","Ched","2727","1.8","TRUE",2016-05-03,"147","4.3","TRUE","31142","2203","-1.4","1:46","19250","620","20615","12","726890","118","106"
"744","LAC","693","-2.7","TRUE",2016-05-03,"147","0.8","TRUE","5822","2203","-1.4","1:46","19250","620","20615","12","726890","118","106"
"745","MPC70",NA,NA,"FALSE",2016-05-03,"147",NA,"FALSE",NA,"2203","-1.4","1:46","19250","620","20615","12","726890","118","106"
"746","RenCas","5024","3.5","TRUE",2016-05-03,"147","1.6","TRUE","11815","2203","-1.4","1:46","19250","620","20615","12","726890","118","106"
"747","SMP","1676","-3.6","TRUE",2016-05-03,"147","22.8","TRUE","166052","2203","-1.4","1:46","19250","620","20615","12","726890","118","106"
"748","SWP",NA,NA,"FALSE",2016-05-03,"147",NA,"FALSE",NA,"2203","-1.4","1:46","19250","620","20615","12","726890","118","106"
"749","WMP","2176","0.7","TRUE",2016-05-03,"147","50.8","TRUE","369386","2203","-1.4","1:46","19250","620","20615","12","726890","118","106"
"750","AMF","5348","4.4","TRUE",2016-11-15,"164","11.6","TRUE","80872","3519","4.5","2:21","21815","510","23902","18","698343","106","141"
