AveragePublishedPrice,PriceIndexPercentageChange,ProductGroup12MSalesSplit,ProductGroupCode,ProductGroupGUID,ProductGroupName,ProductSold,SupplyOffered,TwelveMonthQtySold,key
4148,8.4,11.9,AMF,91f72505-5f1a-44cd-adc1-7082f3542522,Anhydrous Milkfat,TRUE,TRUE,83483,8b57db49-7cf5-4e0f-8650-91e0c275f685
3274,14.1,7.9,Butter,5873a833-1c4c-424b-98df-6d9e12907c73,Butter,TRUE,TRUE,55358,8b57db49-7cf5-4e0f-8650-91e0c275f685
1983,18.1,1.2,BMP,ba30b1ce-7cbe-4a32-9bc5-dca16176297b,Buttermilk Powders,TRUE,TRUE,8689,8b57db49-7cf5-4e0f-8650-91e0c275f685
3157,8.9,3.7,Ched,75b52b54-7778-40bb-baf6-440d41238278,Cheddar Cheese,TRUE,TRUE,26228,8b57db49-7cf5-4e0f-8650-91e0c275f685
763,3.5,1.2,LAC,0f1917b8-dfd5-4f34-8c02-7a4218b9fc3e,Lactose,TRUE,TRUE,8138,8b57db49-7cf5-4e0f-8650-91e0c275f685
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,8b57db49-7cf5-4e0f-8650-91e0c275f685
6326,2.5,1.8,RenCas,89ce7bd8-5609-45ab-ba23-5518bee5fa86,Rennet Casein,TRUE,TRUE,12562,8b57db49-7cf5-4e0f-8650-91e0c275f685
2028,3,23.7,SMP,a7b0b42e-afe3-4584-84e8-cfbb45dde354,Skimmilk Powders,TRUE,TRUE,166836,8b57db49-7cf5-4e0f-8650-91e0c275f685
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,8b57db49-7cf5-4e0f-8650-91e0c275f685
2695,18.9,48.7,WMP,31f421a1-d597-4f50-a29e-f0190d562dd8,Wholemilk Powders,TRUE,TRUE,343083,8b57db49-7cf5-4e0f-8650-91e0c275f685
5528,3.7,11.3,AMF,4a86127b-051d-4b51-bc9e-906d9bb819d9,Anhydrous Milkfat,TRUE,TRUE,78094,8dd9003a-a280-411f-bcf7-540766b9cc71
4382,1.6,7.3,Butter,508d4de8-f8fa-44aa-a764-7400efecb0bb,Butter,TRUE,TRUE,50662,8dd9003a-a280-411f-bcf7-540766b9cc71
2783,-10.1,1.3,BMP,aca22c22-0c93-4ab2-861f-379171c964d1,Buttermilk Powders,TRUE,TRUE,8984,8dd9003a-a280-411f-bcf7-540766b9cc71
3940,1.3,3.8,Ched,a87e139b-38b3-4c5d-a5ab-b90504329f0c,Cheddar Cheese,TRUE,TRUE,26600,8dd9003a-a280-411f-bcf7-540766b9cc71
813,-1.7,1.5,LAC,dce8e469-42d4-4c89-af17-9cc5b08c1d11,Lactose,TRUE,TRUE,10199,8dd9003a-a280-411f-bcf7-540766b9cc71
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,8dd9003a-a280-411f-bcf7-540766b9cc71
6470,4.9,1.7,RenCas,cb956173-37af-40bc-9b98-bb58cd3083ae,Rennet Casein,TRUE,TRUE,12087,8dd9003a-a280-411f-bcf7-540766b9cc71
2612,-1.6,23.9,SMP,8917a932-cde8-4c01-b215-5e047fea4ece,Skimmilk Powders,TRUE,TRUE,165058,8dd9003a-a280-411f-bcf7-540766b9cc71
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,8dd9003a-a280-411f-bcf7-540766b9cc71
3283,-0.1,49.1,WMP,acaf06c4-5474-48a2-b859-d4ed661eb8b5,Wholemilk Powders,TRUE,TRUE,339893,8dd9003a-a280-411f-bcf7-540766b9cc71
3264,-2.2,8.6,AMF,91d3e850-8047-4ee0-a30d-f8cee8815320,Anhydrous Milkfat,,TRUE,91746,8f3b1153-d72f-46f7-9c22-8236a4639139
2698,-2.5,6.5,Butter,ff9bcd46-f1c4-4220-889e-be854c530a6b,Butter,,TRUE,68615,8f3b1153-d72f-46f7-9c22-8236a4639139
3140,-6.9,0.8,BMP,8e3388b6-d483-4b80-b719-3c249bd3ec7c,Buttermilk Powders,,TRUE,8029,8f3b1153-d72f-46f7-9c22-8236a4639139
3077,-6.5,2.8,Ched,d0218ea2-18cd-4ad8-ac9e-e590d96b0e29,Cheddar Cheese,,TRUE,29651,8f3b1153-d72f-46f7-9c22-8236a4639139
,,,LAC,,Lactose,,FALSE,,8f3b1153-d72f-46f7-9c22-8236a4639139
,,,MPC70,,Milk Protein Concentrate 70,,FALSE,,8f3b1153-d72f-46f7-9c22-8236a4639139
8343,1.3,0.8,RenCas,2ffcc465-2f7b-41e5-9753-c7461c961421,Rennet Casein,,TRUE,8587,8f3b1153-d72f-46f7-9c22-8236a4639139
2619,0.9,23,SMP,34ed6423-d243-4193-8b34-6cd0d5183cab,Skimmilk Powders,,TRUE,244627,8f3b1153-d72f-46f7-9c22-8236a4639139
1295,,,SWP,103d462f-151b-42d2-b85c-0b020cb211e4,Sweet Whey Powder,,TRUE,,8f3b1153-d72f-46f7-9c22-8236a4639139
2692,0.6,57,WMP,132436bf-3449-4f96-92a0-ff4a91e84121,Wholemilk Powders,,TRUE,605273,8f3b1153-d72f-46f7-9c22-8236a4639139
3519,2.3,9.2,AMF,d9a0f6e2-efdc-413f-8bba-f618a300eb7e,Anhydrous Milkfat,TRUE,TRUE,80471,90618b87-abd4-460f-a5b2-278f1e454c97
3009,5.7,6.3,Butter,34352a9e-2969-4373-bc24-139b6b1daef8,Butter,TRUE,TRUE,55115,90618b87-abd4-460f-a5b2-278f1e454c97
1729,-5.6,1,BMP,eaec5f07-cea7-4eda-9237-9557953c790e,Buttermilk Powders,TRUE,TRUE,9044,90618b87-abd4-460f-a5b2-278f1e454c97
2829,-1.5,4.5,Ched,e87b2160-03f2-427d-b698-3429581e2f13,Cheddar Cheese,TRUE,TRUE,38815,90618b87-abd4-460f-a5b2-278f1e454c97
507,1.7,0.3,LAC,6fe895e2-d67e-42cc-afa3-27578b45f851,Lactose,TRUE,TRUE,2854,90618b87-abd4-460f-a5b2-278f1e454c97
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,90618b87-abd4-460f-a5b2-278f1e454c97
5046,-4.3,1.3,RenCas,cc090303-ee35-4fb4-b42e-06e949053262,Rennet Casein,TRUE,TRUE,11167,90618b87-abd4-460f-a5b2-278f1e454c97
1918,3.2,21.1,SMP,f370cfa2-9634-4730-bfaa-9a819bef4071,Skimmilk Powders,TRUE,TRUE,183853,90618b87-abd4-460f-a5b2-278f1e454c97
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,90618b87-abd4-460f-a5b2-278f1e454c97
2260,5.3,55.9,WMP,9c103c0b-0ea4-4ada-b2d0-8eb2ba3f0b71,Wholemilk Powders,TRUE,TRUE,486790,90618b87-abd4-460f-a5b2-278f1e454c97
3440,13.7,9,AMF,d0879543-daa6-4a27-b2a4-35cbb88e87f2,Anhydrous Milkfat,TRUE,TRUE,79995,9475c09a-f278-4551-946d-0479b0689b50
3108,13.3,6,Butter,c514df4f-cf4c-4245-ad64-ef3cb0e0c4c6,Butter,TRUE,TRUE,53401,9475c09a-f278-4551-946d-0479b0689b50
1719,-1.9,1,BMP,c5fbb804-57e2-4e44-8f40-4f8138cdfded,Buttermilk Powders,TRUE,TRUE,9062,9475c09a-f278-4551-946d-0479b0689b50
3206,10.7,4.3,Ched,8cfd7499-9188-4d12-8463-a43329f125bd,Cheddar Cheese,TRUE,TRUE,38343,9475c09a-f278-4551-946d-0479b0689b50
499,3.1,0.2,LAC,c8b804ae-c399-418c-b475-04f1af67e7b3,Lactose,TRUE,TRUE,1481,9475c09a-f278-4551-946d-0479b0689b50
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,9475c09a-f278-4551-946d-0479b0689b50
5807,0.6,1.2,RenCas,7a2854af-6500-4075-a767-a4b9a49c9388,Rennet Casein,TRUE,TRUE,10798,9475c09a-f278-4551-946d-0479b0689b50
1992,17,21.2,SMP,aa04e73f-a59b-4c67-842a-dbd7308bf5c0,Skimmilk Powders,TRUE,TRUE,189202,9475c09a-f278-4551-946d-0479b0689b50
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,9475c09a-f278-4551-946d-0479b0689b50
2495,20.6,56.8,WMP,e94b8bd3-b708-4143-862b-c0edb36a4fc4,Wholemilk Powders,TRUE,TRUE,506560,9475c09a-f278-4551-946d-0479b0689b50
5765,4,11.4,AMF,aaf07628-d6dd-45a9-b157-95eecd64eafa,Anhydrous Milkfat,TRUE,TRUE,73966,99b5981b-2ef7-4f3d-b20f-fc8d8ecb23e1
4593,4.9,7.3,Butter,26b32301-1dbc-43a9-824c-c4234e5fa840,Butter,TRUE,TRUE,47331,99b5981b-2ef7-4f3d-b20f-fc8d8ecb23e1
2254,-7.5,1.3,BMP,a3bf44e9-0362-4487-9c4c-b323207a62c9,Buttermilk Powders,TRUE,TRUE,8771,99b5981b-2ef7-4f3d-b20f-fc8d8ecb23e1
3798,-3.7,3.9,Ched,615dfdaa-65f7-493b-8dca-3d84d5733794,Cheddar Cheese,TRUE,TRUE,25098,99b5981b-2ef7-4f3d-b20f-fc8d8ecb23e1
910,12.4,1.6,LAC,22991b47-814f-4a46-93aa-ebe7a39013c1,Lactose,TRUE,TRUE,10093,99b5981b-2ef7-4f3d-b20f-fc8d8ecb23e1
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,99b5981b-2ef7-4f3d-b20f-fc8d8ecb23e1
6445,-0.4,1.8,RenCas,11ef63c2-919c-4c91-b62e-278fa5c3863a,Rennet Casein,TRUE,TRUE,11539,99b5981b-2ef7-4f3d-b20f-fc8d8ecb23e1
2608,0.1,23.7,SMP,bf089bdc-f22d-4ca4-b5a7-7a2b3b621b0d,Skimmilk Powders,TRUE,TRUE,153924,99b5981b-2ef7-4f3d-b20f-fc8d8ecb23e1
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,99b5981b-2ef7-4f3d-b20f-fc8d8ecb23e1
3314,1,49.2,WMP,a2e20eb8-8800-448f-a9d9-55098626f4af,Wholemilk Powders,TRUE,TRUE,320074,99b5981b-2ef7-4f3d-b20f-fc8d8ecb23e1
3490,6.1,8.7,AMF,36541469-e160-4cdf-be53-13784e3f353f,Anhydrous Milkfat,TRUE,TRUE,93578,9c5306ba-924d-4aee-b35a-7443f7f481c7
2656,6,6.5,Butter,90db4435-7f63-47b3-9649-e179255905b9,Butter,TRUE,TRUE,69756,9c5306ba-924d-4aee-b35a-7443f7f481c7
2511,1.4,0.8,BMP,3ab67b12-f0a9-4d58-89f9-52bf476978e0,Buttermilk Powders,TRUE,TRUE,8249,9c5306ba-924d-4aee-b35a-7443f7f481c7
2861,5,3,Ched,97b6dc2a-704b-4d37-8bd1-0b6bd34c3799,Cheddar Cheese,TRUE,TRUE,32005,9c5306ba-924d-4aee-b35a-7443f7f481c7
,,,LAC,,Lactose,FALSE,FALSE,,9c5306ba-924d-4aee-b35a-7443f7f481c7
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,9c5306ba-924d-4aee-b35a-7443f7f481c7
6681,-12.2,0.8,RenCas,410b9d93-00a0-4a9b-a841-099c81bdfe25,Rennet Casein,TRUE,TRUE,8316,9c5306ba-924d-4aee-b35a-7443f7f481c7
2299,-5.7,22.8,SMP,e2770ce5-6abe-4ea2-98ff-378d5cc06211,Skimmilk Powders,TRUE,TRUE,245243,9c5306ba-924d-4aee-b35a-7443f7f481c7
,,,SWP,0f0a2ee8-7771-435c-9e37-f238505ed369,Sweet Whey Powder,TRUE,TRUE,,9c5306ba-924d-4aee-b35a-7443f7f481c7
2400,-5.1,56.9,WMP,d48a0e79-7d75-4aed-9b3a-351f8f59913d,Wholemilk Powders,TRUE,TRUE,611341,9c5306ba-924d-4aee-b35a-7443f7f481c7
3346,7.4,8.8,AMF,f95b96d2-2e39-46b2-8dcb-ed18971e5aa0,Anhydrous Milkfat,,TRUE,94966,9cdfadb9-2c27-43c0-a33e-e51c96c6c47b
2614,3.9,6.5,Butter,02a92a60-b66e-446b-8f56-f1f74c721c0b,Butter,,TRUE,69574,9cdfadb9-2c27-43c0-a33e-e51c96c6c47b
2685,-3.8,0.8,BMP,2ebe6108-d5c7-4d1d-ba41-6a0adc4f6cf7,Buttermilk Powders,,TRUE,8234,9cdfadb9-2c27-43c0-a33e-e51c96c6c47b
3007,-1,2.9,Ched,cdd67523-84b7-450b-9774-a03b5a08414a,Cheddar Cheese,,TRUE,30802,9cdfadb9-2c27-43c0-a33e-e51c96c6c47b
,,,LAC,,Lactose,,FALSE,,9cdfadb9-2c27-43c0-a33e-e51c96c6c47b
,,,MPC70,,Milk Protein Concentrate 70,,FALSE,,9cdfadb9-2c27-43c0-a33e-e51c96c6c47b
7780,-5.3,0.8,RenCas,10a0e3aa-05d3-44a5-a43c-8089a70ea0ef,Rennet Casein,,TRUE,8148,9cdfadb9-2c27-43c0-a33e-e51c96c6c47b
2462,-3.6,22.9,SMP,e73f2272-0e41-4c07-b8c9-790d14bd871f,Skimmilk Powders,,TRUE,246722,9cdfadb9-2c27-43c0-a33e-e51c96c6c47b
1225,4.3,,SWP,ffde8191-e13d-46f5-bfd2-9957dbb88d23,Sweet Whey Powder,,TRUE,,9cdfadb9-2c27-43c0-a33e-e51c96c6c47b
2503,3.1,57,WMP,c25cf394-63cd-4445-90ac-5da76268dc2b,Wholemilk Powders,,TRUE,613687,9cdfadb9-2c27-43c0-a33e-e51c96c6c47b
3195,-1.6,10.9,AMF,1f23d542-ef51-4d46-b5c3-1bca669c0bc4,Anhydrous Milkfat,TRUE,TRUE,79187,9d848ef6-8258-48e0-97cf-5364547e4899
2601,-5.5,7.4,Butter,313c9f6c-f29f-4174-af36-2313d072f161,Butter,TRUE,TRUE,54083,9d848ef6-8258-48e0-97cf-5364547e4899
1366,-5.5,1.2,BMP,17fc946c-c7d0-4f4c-93be-1120e213a1ae,Buttermilk Powders,TRUE,TRUE,8903,9d848ef6-8258-48e0-97cf-5364547e4899
2727,1.8,4.3,Ched,5539c402-9dca-4742-b3d5-cda25d954fd2,Cheddar Cheese,TRUE,TRUE,31142,9d848ef6-8258-48e0-97cf-5364547e4899
693,-2.7,0.8,LAC,b3a8f647-193c-4664-b6ed-5910136e2629,Lactose,TRUE,TRUE,5822,9d848ef6-8258-48e0-97cf-5364547e4899
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,9d848ef6-8258-48e0-97cf-5364547e4899
5024,3.5,1.6,RenCas,c752868b-9c82-4c58-b4c4-803d28726fd7,Rennet Casein,TRUE,TRUE,11815,9d848ef6-8258-48e0-97cf-5364547e4899
1676,-3.6,22.8,SMP,a82dbaf1-2b8b-4836-b5d0-d1e92376c1f2,Skimmilk Powders,TRUE,TRUE,166052,9d848ef6-8258-48e0-97cf-5364547e4899
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,9d848ef6-8258-48e0-97cf-5364547e4899
2176,0.7,50.8,WMP,693dce7d-b2e7-4e9a-95ae-4c77400e6d96,Wholemilk Powders,TRUE,TRUE,369386,9d848ef6-8258-48e0-97cf-5364547e4899
5348,4.4,11.6,AMF,bdae377a-b46f-4ff4-80f0-b3247ca1f5bc,Anhydrous Milkfat,TRUE,TRUE,80872,a0b4f6cd-514f-423a-8144-efe94389b3e1
4193,1.1,8,Butter,57cc0429-be8d-4ad4-a98c-65b11694a8fa,Butter,TRUE,TRUE,55540,a0b4f6cd-514f-423a-8144-efe94389b3e1
2623,13.3,1.3,BMP,e43c6b48-29a4-4a4d-8861-e836a87457c5,Buttermilk Powders,TRUE,TRUE,9134,a0b4f6cd-514f-423a-8144-efe94389b3e1
3697,11,3.9,Ched,271dba9d-253a-45ac-a842-633ac1de1016,Cheddar Cheese,TRUE,TRUE,26888,a0b4f6cd-514f-423a-8144-efe94389b3e1
787,4.6,1.3,LAC,4bd15adc-7e32-4000-9245-ea22284c28f8,Lactose,TRUE,TRUE,9379,a0b4f6cd-514f-423a-8144-efe94389b3e1
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,a0b4f6cd-514f-423a-8144-efe94389b3e1
6040,0.6,1.7,RenCas,748dd178-e0dc-4adc-a092-a064f87e53cd,Rennet Casein,TRUE,TRUE,11901,a0b4f6cd-514f-423a-8144-efe94389b3e1
2562,9.8,24.1,SMP,571395ca-8a2c-47ed-b348-8213914b2d3b,Skimmilk Powders,TRUE,TRUE,168296,a0b4f6cd-514f-423a-8144-efe94389b3e1
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,a0b4f6cd-514f-423a-8144-efe94389b3e1
3423,3.2,48.2,WMP,8f264765-d23f-404f-bded-4187df292fcd,Wholemilk Powders,TRUE,TRUE,336333,a0b4f6cd-514f-423a-8144-efe94389b3e1
4286,-5,8.3,AMF,6a66a527-5370-4243-9d4f-b6f08f4928b5,Anhydrous Milkfat,TRUE,TRUE,86467,a0f70427-c94b-4bb8-a0a3-f35a3b7c65e1
3564,0.1,6.3,Butter,64f5da36-c92e-4b95-91c3-0858d7f7413c,Butter,TRUE,TRUE,66011,a0f70427-c94b-4bb8-a0a3-f35a3b7c65e1
2559,-6.4,0.8,BMP,ee534daa-cf48-4b7e-9803-41abb4b8a3f7,Buttermilk Powders,TRUE,TRUE,8055,a0f70427-c94b-4bb8-a0a3-f35a3b7c65e1
2961,-4.3,3.1,Ched,8594aec7-a51b-4dbf-ba09-b07de6076011,Cheddar Cheese,TRUE,TRUE,32432,a0f70427-c94b-4bb8-a0a3-f35a3b7c65e1
,,,LAC,,Lactose,FALSE,FALSE,,a0f70427-c94b-4bb8-a0a3-f35a3b7c65e1
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,a0f70427-c94b-4bb8-a0a3-f35a3b7c65e1
8159,3.3,0.8,RenCas,260ea908-7a8e-4b6e-afcd-70517de7bc09,Rennet Casein,TRUE,TRUE,8212,a0f70427-c94b-4bb8-a0a3-f35a3b7c65e1
2389,1,22.7,SMP,700e6ce5-742a-4006-b89a-9f44b226cd72,Skimmilk Powders,TRUE,TRUE,237169,a0f70427-c94b-4bb8-a0a3-f35a3b7c65e1
1155,,0.1,SWP,7f33b076-707c-4edf-99fb-f95a30c9acda,Sweet Whey Powder,TRUE,TRUE,681,a0f70427-c94b-4bb8-a0a3-f35a3b7c65e1
2402,3.8,57.6,WMP,1aa0079f-42ed-4e4e-b070-d290e382beb7,Wholemilk Powders,TRUE,TRUE,600038,a0f70427-c94b-4bb8-a0a3-f35a3b7c65e1
3877,-8.4,8.5,AMF,eabea3dc-63ab-4822-aa3b-d7e9959a9e27,Anhydrous Milkfat,TRUE,TRUE,88777,a1479364-e7af-464c-895f-12c950a5bf98
3555,-9.4,6.1,Butter,ea966d7d-fbb7-4076-bd47-4ddbd3223743,Butter,TRUE,TRUE,63891,a1479364-e7af-464c-895f-12c950a5bf98
2635,-11.6,0.8,BMP,4398cf29-9a34-4af1-a486-bf8cd347cc28,Buttermilk Powders,TRUE,TRUE,8142,a1479364-e7af-464c-895f-12c950a5bf98
3130,-7.4,3.5,Ched,13424212-09f5-4f22-95e8-6a846d29ac71,Cheddar Cheese,TRUE,TRUE,36687,a1479364-e7af-464c-895f-12c950a5bf98
,,,LAC,,Lactose,FALSE,FALSE,,a1479364-e7af-464c-895f-12c950a5bf98
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,a1479364-e7af-464c-895f-12c950a5bf98
7507,-15.2,0.9,RenCas,a8bfd16f-7c40-453b-aacb-beaad6e86a0a,Rennet Casein,TRUE,TRUE,9253,a1479364-e7af-464c-895f-12c950a5bf98
2731,-5.5,22.6,SMP,c0224e1d-ae34-418b-b852-840ecc242a08,Skimmilk Powders,TRUE,TRUE,237523,a1479364-e7af-464c-895f-12c950a5bf98
,,,SWP,,Sweet Whey Powder,FALSE,TRUE,,a1479364-e7af-464c-895f-12c950a5bf98
2928,-9.6,57.3,WMP,b5d9f763-ab3e-4af2-9818-adfa17516432,Wholemilk Powders,TRUE,TRUE,600962,a1479364-e7af-464c-895f-12c950a5bf98
5069,-4.4,9.4,AMF,ae63b9f0-1cdb-46d6-9e87-0c04ca88968a,Anhydrous Milkfat,TRUE,TRUE,62277,a399ca38-e44b-48c3-921e-ff440e9802f9
4016,-5.9,6.9,Butter,a5e63246-1baf-4a0b-829d-d7e8ac9f9989,Butter,TRUE,TRUE,45551,a399ca38-e44b-48c3-921e-ff440e9802f9
2522,3.6,1.2,BMP,a6fd3567-c429-4dc6-acd8-4e9115179ff0,Buttermilk Powders,TRUE,TRUE,8171,a399ca38-e44b-48c3-921e-ff440e9802f9
3468,-1.2,4,Ched,0d2dee01-f823-4a6b-9554-b067c97320fe,Cheddar Cheese,TRUE,TRUE,26613,a399ca38-e44b-48c3-921e-ff440e9802f9
913,0.6,1,LAC,4103ce4a-dd31-46a4-bf1b-19e0e334dff4,Lactose,TRUE,TRUE,6713,a399ca38-e44b-48c3-921e-ff440e9802f9
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,a399ca38-e44b-48c3-921e-ff440e9802f9
5552,3,1.6,RenCas,415d0da7-e1f5-477f-80bf-3c0fabebeb05,Rennet Casein,TRUE,TRUE,10764,a399ca38-e44b-48c3-921e-ff440e9802f9
1982,-0.3,23.3,SMP,77ed9519-3c07-4708-872b-27ec6c1e4b70,Skimmilk Powders,TRUE,TRUE,154598,a399ca38-e44b-48c3-921e-ff440e9802f9
,,,SWP,,Sweet Whey Powder,FALSE,TRUE,,a399ca38-e44b-48c3-921e-ff440e9802f9
2753,-1.2,52.6,WMP,b8a84c6b-7aec-4cb8-9f15-702f7e08304f,Wholemilk Powders,TRUE,TRUE,349035,a399ca38-e44b-48c3-921e-ff440e9802f9
5936,2.5,11.5,AMF,52b9cada-368f-4249-9d98-c91ff34b6e86,Anhydrous Milkfat,TRUE,TRUE,75759,a3a44728-769c-4c7b-9901-59e61b085334
4751,-1.6,7.2,Butter,78b2782e-2874-44af-a8bb-7de7be5b299a,Butter,TRUE,TRUE,47436,a3a44728-769c-4c7b-9901-59e61b085334
1588,-12.2,1.3,BMP,da5610ba-e7cd-402e-bae6-179b1cf6ad97,Buttermilk Powders,TRUE,TRUE,8819,a3a44728-769c-4c7b-9901-59e61b085334
3288,-4.4,3.9,Ched,26f0481c-0ea0-45a6-bb7c-f12f8c7818a7,Cheddar Cheese,TRUE,TRUE,25489,a3a44728-769c-4c7b-9901-59e61b085334
927,2.2,1.7,LAC,1ccd186b-64d3-45cf-a3e6-7952fd6e5327,Lactose,TRUE,TRUE,11198,a3a44728-769c-4c7b-9901-59e61b085334
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,a3a44728-769c-4c7b-9901-59e61b085334
6260,6.9,1.8,RenCas,c13e0c57-e7b7-4fdc-9590-8575f8b2fd54,Rennet Casein,TRUE,TRUE,11815,a3a44728-769c-4c7b-9901-59e61b085334
1913,-0.8,23.4,SMP,34736e28-8280-4095-ba07-acce425f9e21,Skimmilk Powders,TRUE,TRUE,153885,a3a44728-769c-4c7b-9901-59e61b085334
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,a3a44728-769c-4c7b-9901-59e61b085334
2924,2.4,49.2,WMP,0c609b72-d961-4081-a22a-9f4eb119b37c,Wholemilk Powders,TRUE,TRUE,324396,a3a44728-769c-4c7b-9901-59e61b085334
3014,-6.5,10.6,AMF,e51ee742-07c2-43b3-82d3-d494e0463e27,Anhydrous Milkfat,TRUE,TRUE,80168,a58b19db-b07f-4986-b815-34e70734a240
2733,-2.8,7.3,Butter,3a817471-b89b-4d47-bdc4-65e55bcad4e4,Butter,TRUE,TRUE,55182,a58b19db-b07f-4986-b815-34e70734a240
1545,6.4,1.2,BMP,30a12e50-6a0d-4af4-86f2-ccfc61887015,Buttermilk Powders,TRUE,TRUE,8919,a58b19db-b07f-4986-b815-34e70734a240
2441,-5.6,4.5,Ched,476eb072-4828-4dc5-8bcc-734b70b3be10,Cheddar Cheese,TRUE,TRUE,34015,a58b19db-b07f-4986-b815-34e70734a240
624,0.8,0.7,LAC,75c28a7b-4936-409d-8d2a-bdd87bf81020,Lactose,TRUE,TRUE,4932,a58b19db-b07f-4986-b815-34e70734a240
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,a58b19db-b07f-4986-b815-34e70734a240
4083,-7,1.4,RenCas,e51b6d80-8c4a-40c6-9a31-a592c9861e8b,Rennet Casein,TRUE,TRUE,10944,a58b19db-b07f-4986-b815-34e70734a240
1731,-2.5,22.2,SMP,31d20431-1b3c-4666-9897-85d2868f8501,Skimmilk Powders,TRUE,TRUE,167868,a58b19db-b07f-4986-b815-34e70734a240
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,a58b19db-b07f-4986-b815-34e70734a240
1971,-0.8,51.9,WMP,c4391ba6-68b8-485b-ba43-6a3ad0303321,Wholemilk Powders,TRUE,TRUE,392172,a58b19db-b07f-4986-b815-34e70734a240
2253,-11.7,8.5,AMF,2642bf59-dd8c-4ee5-baae-7e12e67a3728,Anhydrous Milkfat,TRUE,TRUE,77955,a59145d7-437a-4c5d-8b89-8f9c99da4997
2293,-6.1,5.9,Butter,be5923d3-9aca-41c1-a7c4-eb2f06ce5931,Butter,TRUE,TRUE,54525,a59145d7-437a-4c5d-8b89-8f9c99da4997
1700,-5.1,1,BMP,98812b92-b713-40ea-ab9f-2fc5be26eb73,Buttermilk Powders,TRUE,TRUE,9186,a59145d7-437a-4c5d-8b89-8f9c99da4997
2663,0.2,4.2,Ched,b5868d7d-aff4-4f9e-a382-6055e8652382,Cheddar Cheese,TRUE,TRUE,38869,a59145d7-437a-4c5d-8b89-8f9c99da4997
535,0,0.1,LAC,90ce25f9-7855-4b2d-96b1-b298f9dd3bbc,Lactose,TRUE,TRUE,596,a59145d7-437a-4c5d-8b89-8f9c99da4997
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,a59145d7-437a-4c5d-8b89-8f9c99da4997
5289,-2.7,1.1,RenCas,a42f9cb2-9a92-4568-9c5d-a0e27e0db82f,Rennet Casein,TRUE,TRUE,9987,a59145d7-437a-4c5d-8b89-8f9c99da4997
1419,-14.4,22,SMP,323c4101-ea48-40c6-aea9-cfa20f2ef451,Skimmilk Powders,TRUE,TRUE,202593,a59145d7-437a-4c5d-8b89-8f9c99da4997
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,a59145d7-437a-4c5d-8b89-8f9c99da4997
1590,-10.3,57,WMP,cb1464b3-5e6c-4e01-8e68-c290be1dded3,Wholemilk Powders,TRUE,TRUE,525701,a59145d7-437a-4c5d-8b89-8f9c99da4997
4936,4,9.6,AMF,8749dcfd-3491-48f2-94bb-b11d6823329c,Anhydrous Milkfat,TRUE,TRUE,65318,aeb6058a-4bea-41fa-b814-46a81c1ffbd1
3928,4.9,6.9,Butter,c41f26c5-0ec2-46da-8826-cf7cf3ab1bf4,Butter,TRUE,TRUE,47180,aeb6058a-4bea-41fa-b814-46a81c1ffbd1
,,,BMP,,Buttermilk Powders,FALSE,FALSE,,aeb6058a-4bea-41fa-b814-46a81c1ffbd1
3263,2.2,4,Ched,a27eedef-75f9-4a21-a111-9b37022e0884,Cheddar Cheese,TRUE,TRUE,27290,aeb6058a-4bea-41fa-b814-46a81c1ffbd1
935,1.6,0.8,LAC,4055e684-e8e5-4e3c-906b-2bdabcd858df,Lactose,TRUE,TRUE,5714,aeb6058a-4bea-41fa-b814-46a81c1ffbd1
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,aeb6058a-4bea-41fa-b814-46a81c1ffbd1
5056,-2.1,1.6,RenCas,37c82d32-572e-4ea1-a200-f8453badbeba,Rennet Casein,TRUE,TRUE,10632,aeb6058a-4bea-41fa-b814-46a81c1ffbd1
