Product Type,Date of Event,Average Price (USD/MT),Change in Price Index from Previous Event,CP1 Price,CP2 Price,CP3 Price,CP4 Price,CP5 Price,CP6 Price,Total Sold Quantity
WMP,15-Sep-15,2494.854702,0.206,n.a.,2467.552036,2511.460733,2467.926357,2533.216999,2698.7,17034
SMP,15-Sep-15,1991.861393,0.17,1925,1948.35072,2001.906667,1997.428125,2097.55988,2140,9304
AMF,15-Sep-15,3439.656334,0.137,n.a.,3402.12475,3435.164369,3484.162896,3497.307692,3471.366667,3710
BUT,15-Sep-15,3108.145161,0.133,n.a.,3020,3135,3170,3200,3460,3100
BMP,15-Sep-15,1719.257143,-0.019,n.a.,1706.492308,1720,1800,n.a.,n.a.,525
WMP,6-Oct-15,2823.777114,0.129,2924.9,2799.092559,2812.965591,2825.825758,2852.608333,2879.578947,16735
SMP,6-Oct-15,2267.277299,0.134,2195,2238.795117,2287.870413,2333.108348,2261.05,2409.076087,9048
AMF,6-Oct-15,3762.715108,0.099,n.a.,3678.7,3795.75,3794.5,3901.4,3941.4,3475
BUT,6-Oct-15,3037.316237,-0.023,n.a.,3065.816,3001.789474,2999.836364,3056.511111,3205,3061
BMP,6-Oct-15,1944.576613,0.138,n.a.,1873.402367,2095,2100,n.a.,n.a.,496
WMP,20-Oct-15,2693.746685,-0.046,n.a.,2763.812037,2635.239175,2670.432954,2666.672222,2790.5,16592
SMP,20-Oct-15,2177.859308,-0.045,2085,2151.684794,2219.533007,2199.684609,2176.34375,2264.5,8906
AMF,20-Oct-15,3856.249628,0.024,n.a.,3879.299098,3818.245325,3837.89225,3846.571429,3968.984375,3357
BUT,20-Oct-15,2850,-0.111,n.a.,n.a.,n.a.,n.a.,n.a.,2850,2927
BMP,20-Oct-15,2063.615385,0.032,n.a.,2060,2055,2120,n.a.,n.a.,325
WMP,3-Nov-15,2453.312872,-0.08,2500,2440,2429.634274,2489.456049,2430.388462,2533.930041,17662
SMP,3-Nov-15,2017.807582,-0.08,2098.590909,1989.880597,1995.692308,2068.240741,2099.888889,2205,8221
AMF,3-Nov-15,3646.512384,-0.057,3581.903808,3682.613636,3615.1,3655.9,3665.3,3697.633588,3230
BUT,3-Nov-15,2574.352442,-0.056,2520,2522.916667,2585,2635,2690,2690,2355
BMP,3-Nov-15,1844,-0.094,n.a.,1805,2000,n.a.,n.a.,n.a.,275
WMP,17-Nov-15,2147.560703,-0.11,n.a.,2065.354839,2197.986842,2221.456522,2293.403846,2319.4,15650
SMP,17-Nov-15,1851.303346,-0.081,1765,1839.38022,1835.442177,1862.060606,1919.188889,2044.466667,6713
AMF,17-Nov-15,3429.620755,-0.059,n.a.,3391.498104,3437.933151,3462.863341,3528,3541.333333,3151
BUT,17-Nov-15,2709.134367,0.056,n.a.,2635,2695,2850,2910,2855,1935
BMP,17-Nov-15,1825,-0.01,n.a.,1800,1925,n.a.,n.a.,n.a.,400
WMP,1-Dec-15,2259.594648,0.053,2205.894737,2175.235408,2287.317333,2385.033356,2423.357822,2454.390244,15246
SMP,1-Dec-15,1918.112305,0.032,1871.666667,1886.125,1966.007401,2002.125,1968.823529,2041.8,6151
AMF,1-Dec-15,3519.23921,0.023,3482.783375,3504.825,3563.258706,3511.843318,3492.125,3629,2734
BUT,1-Dec-15,3008.871595,0.057,3915,2845,2870,2920,2895,3065,1542
BMP,1-Dec-15,1728.908629,-0.056,n.a.,1680,1885,n.a.,n.a.,n.a.,247
WMP,15-Dec-15,2304.398601,0.018,n.a.,2252.112139,2288.72986,2409.369806,2398.934783,2419.34,12579
SMP,15-Dec-15,1890.972883,0.002,1795,1863.038526,1897.356115,1929.714286,1993.84,2000.3,5681
AMF,15-Dec-15,3721.116178,0.061,n.a.,3725.202109,3762.469231,3659.444444,3677.5,3780,2522
BUT,15-Dec-15,3136.294498,0.09,n.a.,3145,3190,3060,3085,3115,1545
BMP,15-Dec-15,1563.973333,-0.061,n.a.,1552.276923,1640,n.a.,n.a.,n.a.,375
WMP,5-Jan-16,2209.712635,-0.044,2218.63691,2185.8,2184.188679,2264.266667,2241.293031,2270.333333,13589
SMP,5-Jan-16,1890.097609,-0.008,1887.285714,1877.514634,1899.87234,1870.756098,1928.88,1933.718593,5488
AMF,5-Jan-16,3644.255026,-0.027,3673.670213,3652.70625,3617,3663.051948,3591.375,3704.736842,2537
BUT,5-Jan-16,3313.62294,0.067,3167.105263,3665,3146.061008,3130,3020,3140,1456
BMP,5-Jan-16,1586.296992,0.01,n.a.,1578.333333,1630,n.a.,n.a.,n.a.,266
WMP,19-Jan-16,2188.269521,-0.005,n.a.,2096.933333,2208.885714,2304.986702,2297.04,2465,10604
SMP,19-Jan-16,1834.883671,-0.032,1771.071429,1842.504921,1805.885874,1810.888889,1894.75,1985.05,5054
AMF,19-Jan-16,3724.428795,0.024,n.a.,3749.5,3732.426367,3653.060046,3700,3754.114583,2556
BUT,19-Jan-16,3161.688491,-0.059,n.a.,3140,3155,3206.422222,3205,3275,1451
BMP,19-Jan-16,1620,0.027,n.a.,1620,1620,n.a.,n.a.,n.a.,155
WMP,2-Feb-16,1951.717905,-0.104,2034.366667,1909.552066,1974.04,2041.699029,1997.965459,n.a.,13637
SMP,2-Feb-16,1792.473684,-0.022,1751.161616,1833.46823,1752.083333,1785.133333,1795.271084,1807,4081
AMF,2-Feb-16,3485.706006,-0.066,3557.298995,3478.125,3452.375,3471.590038,3518.912134,3527.386364,2847
BUT,2-Feb-16,2905.475702,-0.083,2925,2880,2920.25,2910,2900,2960,1461
BMP,2-Feb-16,1513.293173,-0.067,n.a.,1505,1540,n.a.,n.a.,n.a.,274
WMP,16-Feb-16,1889.712109,-0.037,n.a.,1861.7,1892.7028,1928.023552,1911.446983,2042.777778,11289
SMP,16-Feb-16,1761.856796,-0.014,1835,1758.709877,1753.902857,1765.496,1759.769231,1787.04918,3825
AMF,16-Feb-16,3526.624918,0.015,n.a.,3536.230769,3515.617647,3527.363636,3524.487179,3496.25,3034
BUT,16-Feb-16,2834.434092,-0.023,n.a.,2840,2810,2820.04,2925,2955,1449
BMP,16-Feb-16,1495.948905,-0.012,n.a.,1500,1485,n.a.,n.a.,n.a.,299
WMP,1-Mar-16,1974.367911,0.055,1919.475,1968.243382,1976.946565,2004.611111,2120.927835,2080.5,10932
SMP,1-Mar-16,1801.900378,0.013,1781.636364,1826.993483,1798.870542,1757.798165,1772.8125,1805.833333,4031
AMF,1-Mar-16,3254.4784,-0.083,3385.526316,3237.864865,3179.628571,3253.315789,3261.300813,3390.03876,3125
BUT,1-Mar-16,2811.434599,-0.005,2756.94332,2825,2820,2805,2815,2865,1659
BMP,1-Mar-16,1452.434944,-0.029,n.a.,1455,1445,n.a.,n.a.,n.a.,314
WMP,15-Mar-16,1970.601689,-0.008,n.a.,1944.444444,1940.478938,2024.37,2116.28866,2134.9,9357
SMP,15-Mar-16,1730.736405,-0.025,1690,1731.662722,1725.710608,1715.39924,1745.275,1764.561404,4197
AMF,15-Mar-16,3014.422012,-0.065,n.a.,2919.97316,2990.723026,3154.15,3255.596708,3142.4,3071
BUT,15-Mar-16,2733.214486,-0.028,n.a.,2660,2785,2765,2925,2965,1781
BMP,15-Mar-16,1544.854369,0.064,n.a.,1540,1555,n.a.,n.a.,n.a.,334
WMP,5-Apr-16,2012.528046,0.015,2028.655914,1969.494203,2002.888889,2064.04,2119.809322,2111.201602,10251
SMP,5-Apr-16,1720.550406,0.001,1718.598972,1696.12809,1712.340877,1759.285714,1727.125,1846.85,5399
AMF,5-Apr-16,3202.54902,0.067,3017.578475,3139.701258,3296.375,3164.212329,3154.8125,3792.714286,3213
BUT,5-Apr-16,2702.131566,-0.02,2665,2573.653846,2740,2803.5,2820,2900,1961
BMP,5-Apr-16,1395.233645,-0.082,n.a.,1384.666667,1470,n.a.,n.a.,n.a.,428
WMP,19-Apr-16,2156.468408,0.075,2138.620507,2104.434042,2193.631665,2248.791667,2330.722222,2294.444444,9037
SMP,19-Apr-16,1726.83818,0.003,1743.654822,1710.796154,1704.163846,1758.226601,1800.168776,1880.64,5451
AMF,19-Apr-16,3240.014331,0.016,3230.888889,3254.135802,3225.278552,3226,3231.416667,3275.340909,3140
BUT,19-Apr-16,2746.475827,0.02,2690,2730.78125,2717.5,2785,2848.666667,2891.521739,1965
BMP,19-Apr-16,1459.896907,0.024,n.a.,1445.972222,1500,n.a.,n.a.,n.a.,291
WMP,3-May-16,2176.255034,0.007,2112.5875,2163,2218.190476,2241.59375,2218.1,2224.815385,7450
SMP,3-May-16,1676.357627,-0.036,1671.010782,1641.085271,1711.224976,1700,1722.56,1762.389558,6525
AMF,3-May-16,3194.566752,-0.016,3247.857143,3147.988506,3199.277778,3195.2,3253.246753,3239.25,3116
BUT,3-May-16,2601.410127,-0.055,2651.25,2577.585714,2608.428571,2571.142857,2625,2685,1975
BMP,3-May-16,1366.429872,-0.055,n.a.,1366.429872,n.a.,n.a.,n.a.,n.a.,549
WMP,17-May-16,2251.578104,0.03,2198.35,2248.656825,2262.033333,2284.266802,2286.25,2287.65,5307
SMP,17-May-16,1658.087422,-0.009,1625.511811,1609.48,1665,1742.551595,1870.316092,1766.851852,6388
AMF,17-May-16,3340.193153,0.049,3533.043478,3344.0625,3269.24,3288.25,3299.350829,3413.625,3184
BUT,17-May-16,2696.517857,0.038,2705.824176,2800,2690,2590,2595,2630,1960
BMP,17-May-16,1545,0.162,n.a.,1545,n.a.,n.a.,n.a.,n.a.,300
WMP,1-Jun-16,2205.412386,-0.017,2192.729961,2214.21,2215.97578,2186.340206,2208.842857,2212.913333,10609
SMP,1-Jun-16,1867.143424,0.121,1816.549296,1808.184713,1996.315789,1869.466292,1906.440903,1911.5,6385
AMF,1-Jun-16,3444.405328,0.028,3441.5,3460.4,3453.78125,3428.846816,3408.05,3431.689189,3153
BUT,1-Jun-16,2762.1542,0.032,2780.36,2810,2750,2730,2735,2900,2393
BMP,1-Jun-16,1765,0.142,n.a.,1765,n.a.,n.a.,n.a.,n.a.,379
WMP,15-Jun-16,2118.236991,-0.045,2098.394995,2112.073774,2123.994444,2124.570652,2101.021875,2192.5,10051
SMP,15-Jun-16,1901.006305,0.015,1803.636364,1860.766355,1925.104741,1955.267081,1982.026144,1912.508333,6127
AMF,15-Jun-16,3618.622654,0.044,3685,3588.726316,3617.315574,3629.526578,3649.35,3598.5,2984
BUT,15-Jun-16,2910.207222,0.053,2980,2980,3010,2815,2850,2960,2437
BMP,15-Jun-16,1694.653179,-0.066,n.a.,1694.653179,n.a.,n.a.,n.a.,n.a.,346
